id,country_id,country_code,country_name,region_id,region_name,income_group_id,income_group_name,income_group_acronym,implementing_agency_id,implementing_agency_acronym,implementing_agency_name,implementing_subagency_id,subagency_acronym,subagency_name,channel_category_id,channel_category_name,channel_subcategory_name,channel_subcategory_id,channel_id,channel_name,dac_category_id,dac_category_name,dac_sector_code,dac_sector_name,dac_purpose_code,dac_purpose_name,funding_account_id,funding_account_name,assistance_category_id,assistance_category_name,activity_id,activity_name,activity_project_number,activity_start_date,activity_end_date,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount,funding_agency_id,funding_agency_name,funding_agency_acronym,aid_type_group_id,aid_type_group_name,activity_description,USG_sector_id,USG_sector_name,submission_id
14063454,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4000531,"World Learning, Inc.",1,Education,112,Basic Education,11220,Primary education,72x1037,Economic Support Fund,1,Economic,659996,Quality Instruction Toward Access and Basic Education Improvement (QITABI),AID-268-A-14-00003,2014-09-30 00:00:00 UTC,2018-09-29 00:00:00 UTC,2,Obligations,2017,11287223,11083742,1,U.S. Agency for International Development,USAID,3,Project-Type,"This activity will support Lebanon's public education system through the QITABI (My Book in Arabic) project, which improves Arabic reading skills, increases access to education for vulnerable students, and helps the Ministry of Education and Higher Education (MEHE) sustain reforms. This year, USAID will roll out Early Grade Reading Assessment results, training, coaching, distribution of books and educational materials and technology, policy workshops, teacher surveys, and classroom observations that support reading instruction in 260 public schools. USAID will also improve access to quality education in 300 schools through transportation assistance and technology resource rooms. Finally, USAID will support MEHE to develop policies and guidelines that support reading and access. The assistance helps MEHE promote early grade reading, support access and better manage overall primary education services for vulnerable children in Lebanon.",20,Basic Education,76
14064315,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,7,Multilateral,Multilateral - United Nations,12,4000421,United Nations Children's Fund,1,Education,112,Basic Education,11220,Primary education,72x1037,Economic Support Fund,1,Economic,660937,Grant to UNICEF Supporting vulnerable school-aged children affected by the Syria crisis in Lebanon to access learning opportunities,AID-268-IO-15-00001,2015-09-01 00:00:00 UTC,2016-09-30 00:00:00 UTC,2,Obligations,2015,10000000,10119297,1,U.S. Agency for International Development,USAID,3,Project-Type,Grant to UNICEF Supporting vulnerable school-aged children affected by the Syria crisis in Lebanon to access learning opportunities,20,Basic Education,76
14064316,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",8,Enterprises,Enterprises - United States,19,4000669,"Chemonics International, Inc.",3,Governance,152,"Conflict, Peace, and Security",15220,"Civilian peace-building, conflict prevention and resolution",72x1037,Economic Support Fund,1,Economic,651753,Civic Support Initiative in Lebanon,AID-DOT-I-02-08-00033,2010-01-15 00:00:00 UTC,2015-01-14 00:00:00 UTC,2,Obligations,2014,10000000,10238644,1,U.S. Agency for International Development,USAID,3,Project-Type,"Funded by USAID through its Office of Transition Initiatives, the Civic Support Initiative in Lebanon provides small, in-kind grants to organizations working with youth in marginalized and conflict-prone areas. The initiative has partnered with numerous nongovernmental organizations, youth groups, and other civil society actors.",6,Conflict Mitigation and Reconciliation,76
14064318,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4000531,"World Learning, Inc.",1,Education,112,Basic Education,11220,Primary education,72x1037,Economic Support Fund,1,Economic,659996,Quality Instruction Toward Access and Basic Education Improvement (QITABI),AID-268-A-14-00003,2014-09-30 00:00:00 UTC,2018-09-29 00:00:00 UTC,2,Obligations,2015,10000000,10119297,1,U.S. Agency for International Development,USAID,3,Project-Type,"This activity will support Lebanon's public education system through the QITABI (My Book in Arabic) project, which improves Arabic reading skills, increases access to education for vulnerable students, and helps the Ministry of Education and Higher Education (MEHE) sustain reforms. This year, USAID will roll out Early Grade Reading Assessment results, training, coaching, distribution of books and educational materials and technology, policy workshops, teacher surveys, and classroom observations that support reading instruction in 260 public schools. USAID will also improve access to quality education in 300 schools through transportation assistance and technology resource rooms. Finally, USAID will support MEHE to develop policies and guidelines that support reading and access. The assistance helps MEHE promote early grade reading, support access and better manage overall primary education services for vulnerable children in Lebanon.",20,Basic Education,76
14064502,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,3,Governance,151,Government and Civil Society,15110,Public sector policy and administrative management,72x1037,Economic Support Fund,1,Economic,614741,INCREASED EFFECTIVENESS OF SELECTED INSTITUTIONS THAT SUPPOR,268-002,,,2,Obligations,2003,9922485,12762896,1,U.S. Agency for International Development,USAID,3,Project-Type,Strengthened Foundations for Governance,8,Good Governance,76
14064861,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000670,"Development Alternatives, Inc.",2,Health and Population,140,Water Supply and Sanitation,14010,Water sector policy and administrative management,72x1037,Economic Support Fund,1,Economic,661133,Lebanon Water Project (LWP),AID-268-N-15-00001,2015-09-30 00:00:00 UTC,2020-09-29 00:00:00 UTC,2,Obligations,2016,9437000,9437000,1,U.S. Agency for International Development,USAID,3,Project-Type,"USAID will continue to support Lebanon's four Regional Water Establishments and the Litani River Authority through the Lebanon Water Project (LWP). The project will collaborate with municipalities, civil society, and the local private sector in addressing major sector concerns.LWP will result in reliable and sustainable access to potable water for Lebanese citizens, improve water, wastewater, and irrigation management practices, enhance the efficiency and sustainability of the public water utilities, and, whenever feasible, respond to water and wastewater issues arising from the influx of Syrian refugees. The project will promote better water and sanitation governance as a means to long-term water resource protection.",18,Water Supply and Sanitation,76
14064891,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000670,"Development Alternatives, Inc.",6,Agriculture,310,Agriculture,31120,Agricultural development,72x1037,Economic Support Fund,1,Economic,656023,Lebanon's Industry Value Chain Development - LIVCD,AID-268-C-12-00001,2012-09-30 00:00:00 UTC,2017-09-29 00:00:00 UTC,2,Obligations,2012,9389000,9954257,1,U.S. Agency for International Development,USAID,3,Project-Type,"The project aims to increase the competitiveness of selected value chains, expand the number of Micro and Small and Medium Enterprises (MSMEs) that can compete in selected markets, improve linkages between those firms and other actors throughout the value chain, increase the gross value of products and services in local and export markets, and expand exports.",29,Agriculture,76
14065460,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,160,Other Social Infrastructure and Services,16010,Social/ welfare services,72x1037,Economic Support Fund,1,Economic,639825,Protect and Increase the Assets and Livelihoods of the Poor,268-001,,,2,Obligations,2006,8800000,10371829,1,U.S. Agency for International Development,USAID,3,Project-Type,Protect and Increase the Assets and Livelihoods of the Poor,22,"Policies, Regulations, and Systems",76
14065714,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4000317,Mercy Corps,9,Humanitarian,730,Reconstruction Relief and Rehabilitation,73010,Reconstruction relief and rehabilitation,72x1037,Economic Support Fund,1,Economic,618104,RECONSTRUCTION AND EXPANDED ECONOMIC OPPORTUNITY,268-001,,,2,Obligations,2003,8570792,11024267,1,U.S. Agency for International Development,USAID,3,Project-Type,Expanded Economic Opportunity,37,"Protection, Assistance and Solutions",76
14065903,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,2,Universities and Research Institutes,Universities and Research Institutes - Non United States,4,4002185,Lebanese American University,1,Education,114,Post-Secondary Education,11420,Higher education,72x1037,Economic Support Fund,1,Economic,642951,Higher Education,3.2.2,,,2,Obligations,2010,8415267,9269473,1,U.S. Agency for International Development,USAID,3,Project-Type,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",21,Higher Education,76
14065961,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",3,NGO,NGO - United States,5,4000317,Mercy Corps,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,72x1035,"Agency for International Development, International Disaster Assistance",1,Economic,617003,OFDA/Disaster Response,961-001,,,2,Obligations,2006,8369974,9864993,1,U.S. Agency for International Development,USAID,3,Project-Type,OFDA/Disaster Response,37,"Protection, Assistance and Solutions",76
14066175,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",8,Enterprises,Enterprises - United States,19,4000669,"Chemonics International, Inc.",3,Governance,152,"Conflict, Peace, and Security",15220,"Civilian peace-building, conflict prevention and resolution",72x1027,"Agency for International Development, International Assistance Program, Transition Initiatives",1,Economic,651753,Civic Support Initiative in Lebanon,AID-DOT-I-02-08-00033,2010-01-15 00:00:00 UTC,2015-01-14 00:00:00 UTC,2,Obligations,2010,8191535,9023031,1,U.S. Agency for International Development,USAID,3,Project-Type,"Funded by USAID through its Office of Transition Initiatives, the Civic Support Initiative in Lebanon provides small, in-kind grants to organizations working with youth in marginalized and conflict-prone areas. The initiative has partnered with numerous nongovernmental organizations, youth groups, and other civil society actors.",6,Conflict Mitigation and Reconciliation,76
14066363,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000669,"Chemonics International, Inc.",2,Health and Population,140,Water Supply and Sanitation,14020,Water supply and sanitation - large systems,72x1037,Economic Support Fund,1,Economic,656886,Water Infrastructure Support and Enhancement for Lebanon (WISE-Lebanon),AID-268-TO-12-00002,2012-09-26 00:00:00 UTC,2015-09-25 00:00:00 UTC,2,Obligations,2012,8021854,8504803,1,U.S. Agency for International Development,USAID,3,Project-Type,"The Water Infrastructure Support and Enhancement for Lebanon program, a task order under USAIDs Water II indefinite quantity contract, aimed to increase Lebanons capacity to deliver water and wastewater services through infrastructure upgrades and related management support. Through the program, USAID and the Chemonics team partnered with regional Lebanese service providers  water establishments  to identify, prioritize, and design, build, implement interventions in areas that included filling potable water and wastewater network infrastructure gaps, delivering new potable water networks or potable water treatment plants, implementing leak detection and reduction and non-revenue water programs, and building water establishment capacity in capital investment planning and asset management.",18,Water Supply and Sanitation,76
14066602,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000669,"Chemonics International, Inc.",2,Health and Population,140,Water Supply and Sanitation,14020,Water supply and sanitation - large systems,72x1037,Economic Support Fund,1,Economic,656886,Water Infrastructure Support and Enhancement for Lebanon (WISE-Lebanon),AID-268-TO-12-00002,2012-09-26 00:00:00 UTC,2015-09-25 00:00:00 UTC,2,Obligations,2014,7904283,8092914,1,U.S. Agency for International Development,USAID,3,Project-Type,"The Water Infrastructure Support and Enhancement for Lebanon program, a task order under USAIDs Water II indefinite quantity contract, aimed to increase Lebanons capacity to deliver water and wastewater services through infrastructure upgrades and related management support. Through the program, USAID and the Chemonics team partnered with regional Lebanese service providers  water establishments  to identify, prioritize, and design, build, implement interventions in areas that included filling potable water and wastewater network infrastructure gaps, delivering new potable water networks or potable water treatment plants, implementing leak detection and reduction and non-revenue water programs, and building water establishment capacity in capital investment planning and asset management.",18,Water Supply and Sanitation,76
14067327,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001891,CDM Corporation,7,Other,410,General Environmental Protection,41010,Environmental policy and administrative management,72x1037,Economic Support Fund,1,Economic,636431,SpO 5: IMPROVED ENVIRONMENTAL PRACTICES,268-005,,,2,Obligations,2005,7371256,8970474,1,U.S. Agency for International Development,USAID,3,Project-Type,Improved Environmental Practices,36,Clean Productive Environment,76
14067514,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000670,"Development Alternatives, Inc.",2,Health and Population,140,Water Supply and Sanitation,14010,Water sector policy and administrative management,72x1037,Economic Support Fund,1,Economic,650345,Lebanon Water and Wastewater Sector Support Program (LWWSS),AID-EPP-I-05-04-00023,2009-09-30 00:00:00 UTC,2015-04-30 00:00:00 UTC,2,Obligations,2009,7243528,8049008,1,U.S. Agency for International Development,USAID,3,Project-Type,Lebanon Water and Wastewater Sector Support Program (LWWSS),18,Water Supply and Sanitation,76
14067536,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,2,Universities and Research Institutes,Universities and Research Institutes - Non United States,4,3990010,University/Research Institute - Non United States Other,1,Education,114,Post-Secondary Education,11420,Higher education,72x1037,Economic Support Fund,1,Economic,642939,Higher Education,3.2.2,,,2,Obligations,2010,7231150,7965160,1,U.S. Agency for International Development,USAID,3,Project-Type,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",21,Higher Education,76
14067958,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",8,Enterprises,Enterprises - United States,19,4000669,"Chemonics International, Inc.",3,Governance,152,"Conflict, Peace, and Security",15220,"Civilian peace-building, conflict prevention and resolution",72x1037,Economic Support Fund,1,Economic,651753,Civic Support Initiative in Lebanon,AID-DOT-I-02-08-00033,2010-01-15 00:00:00 UTC,2015-01-14 00:00:00 UTC,2,Obligations,2013,7000000,7298180,1,U.S. Agency for International Development,USAID,3,Project-Type,"Funded by USAID through its Office of Transition Initiatives, the Civic Support Initiative in Lebanon provides small, in-kind grants to organizations working with youth in marginalized and conflict-prone areas. The initiative has partnered with numerous nongovernmental organizations, youth groups, and other civil society actors.",6,Conflict Mitigation and Reconciliation,76
14067959,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4000374,Relief International,3,Governance,151,Government and Civil Society,15112,Decentralisation and support to subnational government,72x1037,Economic Support Fund,1,Economic,647542,Local Government and Decentralization,2.2.3,,,2,Obligations,2008,7000000,7868892,1,U.S. Agency for International Development,USAID,3,Project-Type,"Provide technical assistance and training to strengthen sub-national government functions, including development of budgets, local revenue raising, provision of local public services, community planning, participation, and implementation of laws, regulations, policies, and programs. Develop and/or strengthen associations of local governments and/or local government officials.",8,Good Governance,76
14067960,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000670,"Development Alternatives, Inc.",2,Health and Population,140,Water Supply and Sanitation,14010,Water sector policy and administrative management,72x1037,Economic Support Fund,1,Economic,650345,Lebanon Water and Wastewater Sector Support Program (LWWSS),AID-EPP-I-05-04-00023,2009-09-30 00:00:00 UTC,2015-04-30 00:00:00 UTC,2,Obligations,2012,7000000,7421429,1,U.S. Agency for International Development,USAID,3,Project-Type,Lebanon Water and Wastewater Sector Support Program (LWWSS),18,Water Supply and Sanitation,76
14068009,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4000063,Global Communities,3,Governance,151,Government and Civil Society,15112,Decentralisation and support to subnational government,72x1037,Economic Support Fund,1,Economic,647786,Municipal Capacity Building and Service Delivery Program,AID-268-A-00-08-00024,2008-04-16 00:00:00 UTC,2012-07-31 00:00:00 UTC,2,Obligations,2008,6999924,7868807,1,U.S. Agency for International Development,USAID,3,Project-Type,Municipal Capacity Building and Service Delivery Program,8,Good Governance,76
14068698,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000670,"Development Alternatives, Inc.",2,Health and Population,140,Water Supply and Sanitation,14010,Water sector policy and administrative management,72x1037,Economic Support Fund,1,Economic,650345,Lebanon Water and Wastewater Sector Support Program (LWWSS),AID-EPP-I-05-04-00023,2009-09-30 00:00:00 UTC,2015-04-30 00:00:00 UTC,2,Obligations,2013,6600000,6881141,1,U.S. Agency for International Development,USAID,3,Project-Type,Lebanon Water and Wastewater Sector Support Program (LWWSS),18,Water Supply and Sanitation,76
14068721,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,2,Universities and Research Institutes,Universities and Research Institutes - Non United States,4,4002185,Lebanese American University,1,Education,114,Post-Secondary Education,11420,Higher education,72x1037,Economic Support Fund,1,Economic,656878,University Scholarship Program 3 (USP3),AID-268-A-12-00002,2012-09-25 00:00:00 UTC,2018-09-24 00:00:00 UTC,2,Obligations,2013,6591272,6872041,1,U.S. Agency for International Development,USAID,4,Technical Assistance,"This programs objective is to support meritorious and financially needy Lebanese public school graduates,irrespective of gender, to access high quality higher education to maximize their potential in supportingLebanons democratic and economic development. This scholarship program will offer full scholarshipcoverage to assist male and female public schools graduates to pursue undergraduate studies at American styleuniversities.",21,Higher Education,76
