id,country_id,country_code,country_name,region_id,region_name,income_group_id,income_group_name,income_group_acronym,implementing_agency_id,implementing_agency_acronym,implementing_agency_name,implementing_subagency_id,subagency_acronym,subagency_name,channel_category_id,channel_category_name,channel_subcategory_name,channel_subcategory_id,channel_id,channel_name,dac_category_id,dac_category_name,dac_sector_code,dac_sector_name,dac_purpose_code,dac_purpose_name,funding_account_id,funding_account_name,assistance_category_id,assistance_category_name,activity_id,activity_name,activity_project_number,activity_start_date,activity_end_date,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount,funding_agency_id,funding_agency_name,funding_agency_acronym,aid_type_group_id,aid_type_group_name,activity_description,USG_sector_id,USG_sector_name,submission_id
14060095,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4000317,Mercy Corps,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,72x1037,Economic Support Fund,1,Economic,652606,Palestinian Community Assistance Program (PCAP),AID-294-A-00-10-00210,2010-09-30 00:00:00 UTC,2015-09-30 00:00:00 UTC,2,Obligations,2012,26398000,27987270,1,U.S. Agency for International Development,USAID,3,Project-Type,The purpose of this Agreement is to pave the way to a brighter future for Palestinians through social and economic relief and recovery by meeting basic human needs and laying the foundations for long-term recovery in Gaza,37,"Protection, Assistance and Solutions",76
14060171,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,7,Multilateral,Multilateral - United Nations,12,4000501,World Food Program,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,72x1037,Economic Support Fund,1,Economic,657166,Assistance to Vulnerable Groups in the West Bank and Gaza,AID-294-IO-13-00002,2013-03-14 00:00:00 UTC,2016-03-13 00:00:00 UTC,2,Obligations,2013,25499000,26585184,1,U.S. Agency for International Development,USAID,2,Core contributions,"The Assistance to Vulnerable Groups Project implemented by the United Nations World Food Programme (WFP) works to mitigate food vulnerability and provide essential humanitarian relief. In 2014, the United Nations estimated that 27 percent of the population in the West Bank and Gaza are food insecure.",37,"Protection, Assistance and Solutions",76
14060184,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4000063,Global Communities,3,Governance,160,Other Social Infrastructure and Services,16010,Social/ welfare services,72x1037,Economic Support Fund,1,Economic,651782,Community Infrastructure Development Program,AID-294-A-00-10-00211,2010-09-30 00:00:00 UTC,2015-09-30 00:00:00 UTC,2,Obligations,2013,25300000,26377707,1,U.S. Agency for International Development,USAID,3,Project-Type,"Community Infrastructure Development Program, the purpose of this Agreement is to improve the quality of life for Palestinians in vulnerable communitie",24,Social Assistance,76
14060228,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001522,"ARD, Inc.",9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,72x1037,Economic Support Fund,1,Economic,646385,Civic Engagement Program II (CEP II),AID-DFD-I-04-05-00218,2008-09-29 00:00:00 UTC,2012-03-30 00:00:00 UTC,2,Obligations,2009,25000000,27780000,1,U.S. Agency for International Development,USAID,3,Project-Type,"The Civic Engagement Program II (CEP II) project seeks to engage and promote moderate voices in the West Bank and Gaza (WB/G) to further the prospect for peaceful political solutions and economic development. In addition, the program will provide capacity building support to a range of institutions in the WB/G. This contract is considered a follow-on that continues programming to bolster prospects for peace in the region undertaken from June 2005 until September 2008 under USAIDs Office of Transition Initiatives (OTI) and CEP I respectively. CEP II is an established in-kind grant mechanism that maintains a rapid and flexible response capacity to emerging needs; continues well-established working relationships with key Palestinian Authority (PA) figures; advances working linkages with key moderate leaders, including political leadership at the national and local levels as well as civic leaders; and preserves strong analytical capabilities related to the political environment and windows of opportunity for programming a wide spectrum of functional and geographic areas.",37,"Protection, Assistance and Solutions",76
14060243,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - International,6,4000268,International Relief and Development,2,Health and Population,140,Water Supply and Sanitation,14030,Basic drinking water supply and basic sanitation,72x1037,Economic Support Fund,1,Economic,648870,Water Supply and Sanitation,3.1.8,,,2,Obligations,2009,24888622,27656237,1,U.S. Agency for International Development,USAID,3,Project-Type,"Ensure broadly accessible, reliable and economically sustainable water and sanitation services for health, security, and prosperity. (Note that this element does not include the household behavior aspects found in sub-element 1.6.7 or water issues directly relating to Agriculture  found in the EG Objective.)",18,Water Supply and Sanitation,76
14060271,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4000097,Cooperative for Assistance and Relief Everywhere,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,72x1037,Economic Support Fund,1,Economic,634983,Improved Performance in Health System,294-012,,,2,Obligations,2006,24500000,28876114,1,U.S. Agency for International Development,USAID,3,Project-Type,Improved Performance in Health System,15,Other Public Health Threats,76
14060501,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,37,ANE,Bureau for Asia and Near East,7,Multilateral,Multilateral - United Nations,12,4000465,United Nations Relief and Works Agency,3,Governance,160,Other Social Infrastructure and Services,16010,Social/ welfare services,72x1037,Economic Support Fund,1,Economic,611172,Community Services Program,294-008,,,2,Obligations,2001,22000000,29305203,1,U.S. Agency for International Development,USAID,3,Project-Type,Community Services Program,22,"Policies, Regulations, and Systems",76
14060587,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001454,"MWH Global, Inc.",2,Health and Population,140,Water Supply and Sanitation,14020,Water supply and sanitation - large systems,72x1037,Economic Support Fund,1,Economic,650288,Infrastructure Needs Construction Management Program Phase I - Task Order No. 2 is Construction Management Services,AID-294-I-02-08-00202,2010-09-07 00:00:00 UTC,2011-12-31 00:00:00 UTC,2,Obligations,2009,21303722,23672695,1,U.S. Agency for International Development,USAID,3,Project-Type,Infrastructure Needs Construction Management Program Phase I - Task Order No. 2 is Construction Management Services,18,Water Supply and Sanitation,76
14060591,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001439,Black & Veatch Holding Company,4,Infrastructure,210,Transport and Storage,21010,Transport policy and administrative management,72x1037,Economic Support Fund,1,Economic,652351,Infrastructure Needs Construction Management Program Phase II - Task Order for Design and construction management services,AID-294-I-01-10-00205,2010-09-30 00:00:00 UTC,2015-09-30 00:00:00 UTC,2,Obligations,2013,21286393,22193132,1,U.S. Agency for International Development,USAID,3,Project-Type,Infrastructure Needs Construction Management Program Phase II - Task Order for Design and construction management services,28,Infrastructure,76
14060620,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001439,Black & Veatch Holding Company,2,Health and Population,140,Water Supply and Sanitation,14020,Water supply and sanitation - large systems,72x1037,Economic Support Fund,1,Economic,652351,Infrastructure Needs Construction Management Program Phase II - Task Order for Design and construction management services,AID-294-I-01-10-00205,2010-09-30 00:00:00 UTC,2015-09-30 00:00:00 UTC,2,Obligations,2013,21060562,21957681,1,U.S. Agency for International Development,USAID,3,Project-Type,Infrastructure Needs Construction Management Program Phase II - Task Order for Design and construction management services,18,Water Supply and Sanitation,76
14060629,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001439,Black & Veatch Holding Company,2,Health and Population,140,Water Supply and Sanitation,14020,Water supply and sanitation - large systems,72x1037,Economic Support Fund,1,Economic,652351,Infrastructure Needs Construction Management Program Phase II - Task Order for Design and construction management services,AID-294-I-01-10-00205,2010-09-30 00:00:00 UTC,2015-09-30 00:00:00 UTC,2,Obligations,2012,21000000,22264288,1,U.S. Agency for International Development,USAID,3,Project-Type,Infrastructure Needs Construction Management Program Phase II - Task Order for Design and construction management services,18,Water Supply and Sanitation,76
14060656,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4000063,Global Communities,3,Governance,160,Other Social Infrastructure and Services,16010,Social/ welfare services,72x1037,Economic Support Fund,1,Economic,642084,Emergency Jobs Program (EJP),AID-294-A-00-07-00213,2007-09-30 00:00:00 UTC,2011-06-30 00:00:00 UTC,2,Obligations,2009,20845367,23163372,1,U.S. Agency for International Development,USAID,3,Project-Type,Emergency Jobs Program (EJP),24,Social Assistance,76
14060682,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001873,APCO/ArCon Construction and Services,2,Health and Population,140,Water Supply and Sanitation,14030,Basic drinking water supply and basic sanitation,72x1037,Economic Support Fund,1,Economic,651235,Water Supply and Sanitation,3.1.8,,,2,Obligations,2009,20630397,22924497,1,U.S. Agency for International Development,USAID,3,Project-Type,"Ensure broadly accessible, reliable and economically sustainable water and sanitation services for health, security, and prosperity. (Note that this element does not include the household behavior aspects found in sub-element 1.6.7 or water issues directly relating to Agriculture  found in the EG Objective.)",18,Water Supply and Sanitation,76
14060699,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,7,Multilateral,Multilateral - United Nations,12,4000501,World Food Program,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,72x1037,Economic Support Fund,1,Economic,657166,Assistance to Vulnerable Groups in the West Bank and Gaza,AID-294-IO-13-00002,2013-03-14 00:00:00 UTC,2016-03-13 00:00:00 UTC,2,Obligations,2015,20500000,20744559,1,U.S. Agency for International Development,USAID,2,Core contributions,"The Assistance to Vulnerable Groups Project implemented by the United Nations World Food Programme (WFP) works to mitigate food vulnerability and provide essential humanitarian relief. In 2014, the United Nations estimated that 27 percent of the population in the West Bank and Gaza are food insecure.",37,"Protection, Assistance and Solutions",76
14060795,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000153,Government of West Bank/Gaza,7,Other,510,General Budget Support,51010,General budget support-related aid,72x1037,Economic Support Fund,1,Economic,633470,Cash Transfer,294-003,,,2,Obligations,2005,20000000,24339065,1,U.S. Agency for International Development,USAID,3,Project-Type,Cash Transfer,8,Good Governance,76
14060799,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,1,Government,Government - Non United States,2,2999999,Government - Country Other,3,Governance,151,Government and Civil Society,15112,Decentralisation and support to subnational government,72x1037,Economic Support Fund,1,Economic,627869,Improved Community Services,294-008,,,2,Obligations,2003,20000000,25725200,1,U.S. Agency for International Development,USAID,3,Project-Type,Improved Community Services,8,Good Governance,76
14060867,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4002166,"American International Contractors, Inc.",2,Health and Population,140,Water Supply and Sanitation,14030,Basic drinking water supply and basic sanitation,72x1037,Economic Support Fund,1,Economic,645540,Water Supply and Sanitation,3.1.8,,,2,Obligations,2009,19781000,21980647,1,U.S. Agency for International Development,USAID,3,Project-Type,"Ensure broadly accessible, reliable and economically sustainable water and sanitation services for health, security, and prosperity. (Note that this element does not include the household behavior aspects found in sub-element 1.6.7 or water issues directly relating to Agriculture  found in the EG Objective.)",18,Water Supply and Sanitation,76
14061146,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000670,"Development Alternatives, Inc.",5,Economic Growth,250,Business and Other Services,25010,Business support services and institutions,72x1037,Economic Support Fund,1,Economic,655364,Compete,AID-294-C-12-00001,2011-12-30 00:00:00 UTC,2016-11-28 00:00:00 UTC,2,Obligations,2016,18205718,18205718,1,U.S. Agency for International Development,USAID,3,Project-Type,"The USAID Compete project promotes economic growth in key economic sectors of the Palestinian economy including Agribusiness, Tourism, Information Communications Technology (ICT), and Stone and Marble. To achieve global competitiveness, USAID Compete helps Palestinian enterprises become better integrated in the global economy and to be prepared to embrace the technical and market challenges of their global industries. The project has two main components:Component A: Assists Palestinian firms to compete in international markets through innovation, skills-trainings, and by linking enterprises to sustainable, high-value distribution channels. Component B: Assists in the development of Palestinian Service providers and business support organizations to create a market friendly environment to maintain growth in the Palestinian economy beyond the life of the project.",30,Private Sector Competitiveness,76
14061210,275,PSE,West Bank/Gaza,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - International,6,4000268,International Relief and Development,4,Infrastructure,210,Transport and Storage,21010,Transport policy and administrative management,72x1037,Economic Support Fund,1,Economic,645399,Transport Services,4.4.3,,,2,Obligations,2008,17882858,20102612,1,U.S. Agency for International Development,USAID,3,Project-Type,Support and strengthen reliable and affordable transport systems.,28,Infrastructure,76
