id,country_id,country_code,country_name,region_id,region_name,income_group_id,income_group_name,income_group_acronym,implementing_agency_id,implementing_agency_acronym,implementing_agency_name,implementing_subagency_id,subagency_acronym,subagency_name,channel_category_id,channel_category_name,channel_subcategory_name,channel_subcategory_id,channel_id,channel_name,dac_category_id,dac_category_name,dac_sector_code,dac_sector_name,dac_purpose_code,dac_purpose_name,funding_account_id,funding_account_name,assistance_category_id,assistance_category_name,activity_id,activity_name,activity_project_number,activity_start_date,activity_end_date,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount,funding_agency_id,funding_agency_name,funding_agency_acronym,aid_type_group_id,aid_type_group_name,activity_description,USG_sector_id,USG_sector_name,submission_id
14058744,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000072,Government of Jordan,7,Other,510,General Budget Support,51010,General budget support-related aid,72x1037,Economic Support Fund,1,Economic,658881,Cash Transfer,278-CDCS-EDE/CT-00-A3-01,,,2,Obligations,2015,127000000,128515071,1,U.S. Agency for International Development,USAID,1,Budget support,Cash Transfer,25,Macroeconomic Foundation for Growth,76
14058764,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",7,Multilateral,Multilateral - United Nations,12,4000501,World Food Program,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,72x1035,"Agency for International Development, International Disaster Assistance",1,Economic,656777,Title II - WFP Syrian Regional Response,AID-FFP-IO-12-00016,2012-06-28 00:00:00 UTC,2014-12-31 00:00:00 UTC,2,Obligations,2013,118700000,123756277,1,U.S. Agency for International Development,USAID,3,Project-Type,"WFP Syrian Regional Response (Jordan, Lebanon, Turkey and Iraq) Emergency Food Security Program (EFSP) Award",37,"Protection, Assistance and Solutions",76
14058767,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000072,Government of Jordan,7,Other,430,Other Multisector,43010,Multisector aid,72x1037,Economic Support Fund,1,Economic,630860,General support to Jordan's programs,278-011,,,2,Obligations,2006,116500000,137308867,1,U.S. Agency for International Development,USAID,3,Project-Type,General support to Jordan's programs,24,Social Assistance,76
14058772,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000072,Government of Jordan,7,Other,510,General Budget Support,51010,General budget support-related aid,72x1037,Economic Support Fund,1,Economic,641383,Cash Transfer,278-PIL-278-EO/CT-11,2008-10-14 00:00:00 UTC,2009-09-30 00:00:00 UTC,2,Obligations,2008,116000000,130398786,1,U.S. Agency for International Development,USAID,1,Budget support,Cash Transfer,25,Macroeconomic Foundation for Growth,76
14058821,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000072,Government of Jordan,7,Other,510,General Budget Support,51010,General budget support-related aid,72x1037,Economic Support Fund,1,Economic,632667,Special Objective Cash Transfer,278-PIL-278-0011,2004-06-22 00:00:00 UTC,2004-06-22 00:00:00 UTC,2,Obligations,2004,100000000,125516774,1,U.S. Agency for International Development,USAID,1,Budget support,Special Objective Cash Transfer,24,Social Assistance,76
14058822,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,2,Health and Population,140,Water Supply and Sanitation,14020,Water supply and sanitation - large systems,72x1037,Economic Support Fund,1,Economic,665348,Red Sea-Dead Sea (RSDS) Multi-Donor Account,278-GRANT-FY17-RED-DEAD,,,2,Obligations,2017,100000000,98197243,1,U.S. Agency for International Development,USAID,3,Project-Type,"The Red Sea-Dead Sea project is a trilateral initiative by Jordan, Israel, and the Palestinian Authority to promote regional cooperation and help address regional water shortages. The project has the following objectives: (1) slow the decline of the Dead Sea; (2) desalinate water for Jordan, Israel, and the Palestinian Authority; and (3) serve as a symbol of peace and cooperation in the Middle East.",18,Water Supply and Sanitation,76
14058843,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,3,MCC,Millennium Challenge Corporation,999,NULL,not applicable,1,Government,Government - United States,1,1000006,U.S. Government - Millennium Challenge Corporation,2,Health and Population,140,Water Supply and Sanitation,14021,Water supply - large systems,95x2750,"Millennium Challenge Corporation, Expenses",1,Economic,551120,MCC Water Network Restructuring And Rehabilitation,JOR-2750BXCOMD-WATERREHAB-361,,,2,Obligations,2012,96093259,101878475,3,Millennium Challenge Corporation,MCC,3,Project-Type,"The Infrastructure Investment Activity is designed to restructure and rehabilitate transmission and distribution water supply systems in key areas of Zarqa Governorate. In addition to reducing physical leaks, this Activity is designed to facilitate the transition of the water supply systems from periodic distribution under high pressure to more frequent, gravity-fed distribution. The Infrastructure Investment Activity consists of the following three sub-activities: Strategic Infrastructure Works (designed to install up to 65 system meters at up to 32 locations, and conduct condition assessments of the system through mapping and geographic information systems (""GIS"")), Zarqa Water Supply Area (""WSA"") Works (designed to rehabilitate, restructure, and upgrade works in the primary, secondary and tertiary water supply systems in the Zarqa WSA), and the Ruseifa WSA Works (designed to rehabilitate, restructure, and upgrade works in the water systems in the Ruseifa WSA).",18,Water Supply and Sanitation,40
14058851,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,3,MCC,Millennium Challenge Corporation,999,NULL,not applicable,1,Government,Government - United States,1,1000006,U.S. Government - Millennium Challenge Corporation,2,Health and Population,140,Water Supply and Sanitation,14022,Sanitation - large systems,95x2750,"Millennium Challenge Corporation, Expenses",1,Economic,549543,MCC EXPANSION OF WASTEWATER TREATMENT CAPACITY,JOR-2750BXCOMD-WASTE TRMT-364,,,2,Obligations,2012,93375000,98996565,3,Millennium Challenge Corporation,MCC,3,Project-Type,"The objectives of the As-Samra Wastewater Treatment Plant expansion project (the ""As-Samra Expansion Project"") are to (i) increase the capacity to treat wastewater from Amman and Zarqa Governorates, (ii) increase the volume of treated wastewater that is available as a substitute for freshwater for non-domestic use, and (iii) protect existing agriculture from the potential consequences of pollution from untreated wastewater. MCC Funding for the As-Samra Expansion Project will support a portion of the cost associated with the construction of the expansion of the existing As-Samra Wastewater Treatment Plant. MCC Funding will also support technical assistance for the management and supervision of the construction. The expansion is designed to increase the hydraulic capacity of the existing treatment plant and its ability to handle suspended solids and biological materials, among other critical treatment requirements. The expanded plant will use activated-sludge technology with several important characteristics: (1) primary settling, (2) biological treatment and clarification, (3) disinfection by chlorination, (4) energy recovery from treated water, (5) primary and biological sludge thickening, (6) sludge digestion and biogas energy recovery, (7) digested sludge storage, (8) ventilation and odor control, and (9) a mechanical dewatering process that is designed to accelerate decomposition and reduce volumes of sludge. Under the As-Samra Expansion Project, the plant operator will develop a detailed Environmental and Social Impact Assessment that will build upon the 2003 Environmental Assessment for construction of the existing plant. MCC, Ministry of Water and Irrigation and the plant operator will design an approach to the ESIA that meets the requirements of the MCC Environmental Guidelines, the International Finance Corporation's Performance Standards on Social & Environmental Sustainability, dated April 30, 2006 (""IFC Performance Standards""), and applicable Jordanian en",18,Water Supply and Sanitation,40
14058875,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,37,ANE,Bureau for Asia and Near East,1,Government,Government - Non United States,2,2000072,Government of Jordan,7,Other,430,Other Multisector,43010,Multisector aid,72x1037,Economic Support Fund,1,Economic,612528,Economic Support Fund,278-005,,,2,Obligations,2001,87659942,116767835,1,U.S. Agency for International Development,USAID,3,Project-Type,"This account supports U.S. foreign policy objectives by providing economic assistance to allies and countries in transition to democracy, supporting Middle East peace negotiations, and financing economic stabilization programs, frequently in a multi-donor context.",24,Social Assistance,76
14059036,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000072,Government of Jordan,2,Health and Population,140,Water Supply and Sanitation,14010,Water sector policy and administrative management,72x1037,Economic Support Fund,1,Economic,623494,IMPROVED WATER RESOURCES MANAGEMENT,278-002,,,2,Obligations,2002,66329342,86947228,1,U.S. Agency for International Development,USAID,3,Project-Type,Improved Water Resources Management,18,Water Supply and Sanitation,76
14059083,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4009149,"Morganti Group, Inc.",2,Health and Population,140,Water Supply and Sanitation,14010,Water sector policy and administrative management,72x1037,Economic Support Fund,1,Economic,623511,IMPROVED WATER RESOURCES MANAGEMENT,278-002,,,2,Obligations,2004,62251000,78135447,1,U.S. Agency for International Development,USAID,3,Project-Type,Improved Water Resources Management,18,Water Supply and Sanitation,76
14059147,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000072,Government of Jordan,7,Other,510,General Budget Support,51010,General budget support-related aid,72x1037,Economic Support Fund,1,Economic,660595,Cash Transfer,278-CDCS-EDE/CT-00-A3-03,,,2,Obligations,2015,57000000,57679993,1,U.S. Agency for International Development,USAID,1,Budget support,Cash Transfer,25,Macroeconomic Foundation for Growth,76
14059161,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4009149,"Morganti Group, Inc.",2,Health and Population,140,Water Supply and Sanitation,14010,Water sector policy and administrative management,72x1037,Economic Support Fund,1,Economic,623511,IMPROVED WATER RESOURCES MANAGEMENT,278-002,,,2,Obligations,2002,55917904,73299487,1,U.S. Agency for International Development,USAID,3,Project-Type,Improved Water Resources Management,18,Water Supply and Sanitation,76
14059179,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,3,MCC,Millennium Challenge Corporation,999,NULL,not applicable,1,Government,Government - United States,1,1000006,U.S. Government - Millennium Challenge Corporation,2,Health and Population,140,Water Supply and Sanitation,14022,Sanitation - large systems,95x2750,"Millennium Challenge Corporation, Expenses",1,Economic,551115,MCC Wastewater Collection,JOR-2750BXCOMD-WASTECLLCT-363,,,2,Obligations,2012,54274261,57541798,3,Millennium Challenge Corporation,MCC,3,Project-Type,"The objectives of the wastewater network reinforcement and expansion project (the ""Wastewater Network Project"") are to (1) increase access to the wastewater network, (2) increase the volume of wastewater collected within Zarqa Governorate for treatment and reuse, and (3) reduce the incidents of sewage overflow. The Wastewater Network Project is designed to increase the carrying capacity of impaired sewer main lines, reduce periodic overflows in the wastewater collection network, and extend lateral sewer lines to urban neighborhoods in which populations are not currently connected to the wastewater collection network. The Wastewater Network Project is comprised of two Activities: (A) the reinforcement of existing networks and rehabilitation of existing sewer main lines in West Zarqa (the ""West Zarqa Pumping Station Zone Activity""), and (B) the reinforcement of existing networks and rehabilitation of existing sewer main lines in East Zarqa (the ""East Zarqa Pumping Station Zone Activity"").",18,Water Supply and Sanitation,40
14059245,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000072,Government of Jordan,7,Other,430,Other Multisector,43010,Multisector aid,72x1037,Economic Support Fund,1,Economic,630860,General support to Jordan's programs,278-011,,,2,Obligations,2007,50001252,57374423,1,U.S. Agency for International Development,USAID,3,Project-Type,General support to Jordan's programs,24,Social Assistance,76
14059247,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000072,Government of Jordan,7,Other,510,General Budget Support,51010,General budget support-related aid,72x1037,Economic Support Fund,1,Economic,621759,Cash Transfer,278-PIL-278-0005,2002-10-02 00:00:00 UTC,2003-01-26 00:00:00 UTC,2,Obligations,2002,50000000,65542055,1,U.S. Agency for International Development,USAID,1,Budget support,Cash Transfer,24,Social Assistance,76
14059371,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - International,6,4000268,International Relief and Development,1,Education,112,Basic Education,11220,Primary education,72x1037,Economic Support Fund,1,Economic,654082,Jordan School Construction & Rehabilitation Program,278-PIL-013-JSP-IV,2011-03-10 00:00:00 UTC,2012-04-30 00:00:00 UTC,2,Obligations,2011,44486514,48026246,1,U.S. Agency for International Development,USAID,3,Project-Type,"USAID launched a major school construction and rehabilitation program, the Jordan Schools Project (JSP), in 2006 to support the Jordanian Ministry of Educations reform program. The project is constructing 28 new schools and renovating or expanding an additional 100 throughout Jordan. The program is proceeding in phases. Currently in phase IV, JSP is constructing 11 new schools throughout Jordan. Of the three independent packages, IRD is completing two, delivering eight schools with an overall area of 39,800 square meters (see tables). - See more at: http://www.ird.org/our-work/programs/jordan-school-construction-rehabilitation-program#sthash.DR6Z9YjH.dpuf",20,Basic Education,76
14059387,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,37,ANE,Bureau for Asia and Near East,1,Government,Government - Non United States,2,2000072,Government of Jordan,2,Health and Population,140,Water Supply and Sanitation,14010,Water sector policy and administrative management,72x1037,Economic Support Fund,1,Economic,614502,IMPROVED WATER RESOURCES MANAGEMENT,278-002,,,2,Obligations,2001,43844900,58403804,1,U.S. Agency for International Development,USAID,4,Technical Assistance,Improved Water Resources Management,18,Water Supply and Sanitation,76
14059701,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000072,Government of Jordan,1,Education,112,Basic Education,11220,Primary education,72x1037,Economic Support Fund,1,Economic,662332,Cash Transfer,278-CDCS-EDE/CT-00-A6-01,,,2,Obligations,2017,33000000,32405090,1,U.S. Agency for International Development,USAID,3,Project-Type,Cash Transfer,20,Basic Education,76
14059776,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4002183,Sorensen Gross Construction Services,2,Health and Population,140,Water Supply and Sanitation,14010,Water sector policy and administrative management,72x1037,Economic Support Fund,1,Economic,649678,Construction of Northern Governorates Water Supply,278-PIL-008-00047,2009-11-08 00:00:00 UTC,2011-10-10 00:00:00 UTC,2,Obligations,2010,31456300,34649326,1,U.S. Agency for International Development,USAID,3,Project-Type,Construction of Northern Governorates Water Supply,18,Water Supply and Sanitation,76
14059875,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - Non United States,20,4013884,Jordan Sadeen Contracting,1,Education,112,Basic Education,11220,Primary education,72x1037,Economic Support Fund,1,Economic,662744,Jordan School Expansion Project (JSEP): Contracts 64 School Expansion,278-PIL-013-EDU-JSEP-G1-C-0019,,,2,Obligations,2016,29995956,29995956,1,U.S. Agency for International Development,USAID,3,Project-Type,Contracts 64 School Expansion,20,Basic Education,76
14060020,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000669,"Chemonics International, Inc.",7,Other,430,Other Multisector,43010,Multisector aid,72x1037,Economic Support Fund,1,Economic,622804,Economic Support Fund,278-005,,,2,Obligations,2003,27400000,35243524,1,U.S. Agency for International Development,USAID,3,Project-Type,Economic Support Fund,24,Social Assistance,76
14060033,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4009149,"Morganti Group, Inc.",2,Health and Population,140,Water Supply and Sanitation,14010,Water sector policy and administrative management,72x1037,Economic Support Fund,1,Economic,623511,IMPROVED WATER RESOURCES MANAGEMENT,278-002,,,2,Obligations,2003,27188201,34971094,1,U.S. Agency for International Development,USAID,3,Project-Type,Improved Water Resources Management,18,Water Supply and Sanitation,76
14060311,400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000692,"Abt Associates, Inc.",2,Health and Population,130,"Maternal and Child Health, Family Planning",13020,Reproductive health care,72x1037,Economic Support Fund,1,Economic,650164,Health Systems Strengthening II (HSS II),AID-GHS-I-07-07-00003,2009-09-01 00:00:00 UTC,2014-08-31 00:00:00 UTC,2,Obligations,2012,23980526,25424254,1,U.S. Agency for International Development,USAID,3,Project-Type,"The Health Systems Strengthening II Bridge project (HSS II Bridge) is a USAID initiative in Jordan led by Abt Associates that continues to improve the quality of and access to safe motherhood and family planning health care services for Jordanian families. HSS II Bridge is a successor to the HSS II five-year project that began in 2009. The project continues to collaborate closely with the Jordan Ministry of Health (MOH), the Royal Medical Services (RMS) and the Higher Population Council (HPC) to develop a stronger health system  one that supports and achieves improvements in health outcomes by stimulating structural, administrative, and behavioral change. A core HSS II Bridge strategy is building the managerial and clinical capacity of the MOH, the RMS, and other key institutions.",16,Maternal and Child Health,76
