id,country_id,country_code,country_name,region_id,region_name,income_group_id,income_group_name,income_group_acronym,implementing_agency_id,implementing_agency_acronym,implementing_agency_name,implementing_subagency_id,subagency_acronym,subagency_name,channel_category_id,channel_category_name,channel_subcategory_name,channel_subcategory_id,channel_id,channel_name,dac_category_id,dac_category_name,dac_sector_code,dac_sector_name,dac_purpose_code,dac_purpose_name,funding_account_id,funding_account_name,assistance_category_id,assistance_category_name,activity_id,activity_name,activity_project_number,activity_start_date,activity_end_date,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount,funding_agency_id,funding_agency_name,funding_agency_acronym,aid_type_group_id,aid_type_group_name,activity_description,USG_sector_id,USG_sector_name,submission_id
14058842,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,4,Infrastructure,230,Energy,23110,Energy policy and administrative management,72x1037,Economic Support Fund,1,Economic,612632,Egypt Utililty Mang/Middle Egy Goe,263-018,,,2,Obligations,2002,96101000,125973140,1,U.S. Agency for International Development,USAID,3,Project-Type,Egypt Utililty Mangement,28,Infrastructure,76
14058914,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001524,Bank of New York Mellon Corporation,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617907,Private Sector (CIP),263-016,,,2,Obligations,2007,81722573,93773361,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14058934,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001524,Bank of New York Mellon Corporation,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617907,Private Sector (CIP),263-016,,,2,Obligations,2003,76752458,98723615,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14059003,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000046,Government of Egypt,1,Education,112,Basic Education,11220,Primary education,72x1037,Economic Support Fund,1,Economic,646369,Cash Transfer,263-PA-263-09,,,2,Obligations,2009,70000000,77784000,1,U.S. Agency for International Development,USAID,1,Budget support,Cash Transfer,20,Basic Education,76
14059019,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001526,JPMorgan Chase & Co.,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617908,Private Sector (CIP),263-016,,,2,Obligations,2007,68468041,78564320,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14059090,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000046,Government of Egypt,7,Other,410,General Environmental Protection,41010,Environmental policy and administrative management,72x1037,Economic Support Fund,1,Economic,622836,Egypt Environmental Policy,263-019,,,2,Obligations,2004,60972000,76530087,1,U.S. Agency for International Development,USAID,3,Project-Type,Egypt Environmental Policy,36,Clean Productive Environment,76
14059101,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4010022,Egyptian-American Enterprise Fund,5,Economic Growth,240,Banking and Financial Services,24010,Financial policy and administrative management,72x1037,Economic Support Fund,1,Economic,657497,Egyptian-American Enterprise Fund,AID-ASIA-G-13-00001,2013-05-03 00:00:00 UTC,2022-12-31 00:00:00 UTC,2,Obligations,2015,60000000,60715782,1,U.S. Agency for International Development,USAID,3,Project-Type,"Egyptian-American Enterprise Fund to provide initial capital to promote Egyptian private sector development including small businesses, agricultural sector and joint ventures with U.S. and Egyptian participants",27,Financial Sector,76
14059102,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4010022,Egyptian-American Enterprise Fund,5,Economic Growth,240,Banking and Financial Services,24010,Financial policy and administrative management,72x1037,Economic Support Fund,1,Economic,657497,Egyptian-American Enterprise Fund,AID-ASIA-G-13-00001,2013-05-03 00:00:00 UTC,2022-12-31 00:00:00 UTC,2,Obligations,2014,60000000,61431862,1,U.S. Agency for International Development,USAID,3,Project-Type,"Egyptian-American Enterprise Fund to provide initial capital to promote Egyptian private sector development including small businesses, agricultural sector and joint ventures with U.S. and Egyptian participants",27,Financial Sector,76
14059103,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4010022,Egyptian-American Enterprise Fund,5,Economic Growth,240,Banking and Financial Services,24010,Financial policy and administrative management,72x1037,Economic Support Fund,1,Economic,657497,Egyptian-American Enterprise Fund,AID-ASIA-G-13-00001,2013-05-03 00:00:00 UTC,2022-12-31 00:00:00 UTC,2,Obligations,2013,60000000,62555827,1,U.S. Agency for International Development,USAID,3,Project-Type,"Egyptian-American Enterprise Fund to provide initial capital to promote Egyptian private sector development including small businesses, agricultural sector and joint ventures with U.S. and Egyptian participants",27,Financial Sector,76
14059133,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001524,Bank of New York Mellon Corporation,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617907,Private Sector (CIP),263-016,,,2,Obligations,2005,58086103,70688070,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14059150,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000046,Government of Egypt,5,Economic Growth,240,Banking and Financial Services,24010,Financial policy and administrative management,72x1037,Economic Support Fund,1,Economic,646862,Financial Services,4.3.2,,,2,Obligations,2009,56900000,63227280,1,U.S. Agency for International Development,USAID,3,Project-Type,"Advance the capacity of all public and private institutions to adopt modern management practices, strengthen their professionalism, and improve their systems, including providing equal access to both men and women.",27,Financial Sector,76
14059202,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001526,JPMorgan Chase & Co.,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617908,Private Sector (CIP),263-016,,,2,Obligations,2003,52720444,67812198,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14059266,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4009149,"Morganti Group, Inc.",4,Infrastructure,230,Energy,23110,Energy policy and administrative management,72x1037,Economic Support Fund,1,Economic,630645,Egypt Utility Manag/Alexandria,263-018,,,2,Obligations,2004,49933744,62675224,1,U.S. Agency for International Development,USAID,3,Project-Type,Egypt Utility Management/Alexandria,28,Infrastructure,76
14059280,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000046,Government of Egypt,5,Economic Growth,240,Banking and Financial Services,24010,Financial policy and administrative management,72x1037,Economic Support Fund,1,Economic,651713,Cash Transfer,263-PA-263-10-644.00,2010-06-22 00:00:00 UTC,2010-06-30 00:00:00 UTC,2,Obligations,2010,49222624,54219052,1,U.S. Agency for International Development,USAID,1,Budget support,Cash Transfer,27,Financial Sector,76
14059295,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,1,Education,112,Basic Education,11220,Primary education,72x1037,Economic Support Fund,1,Economic,623721,"Improve Quality, Accessibility & Effectiveness of Education",263-022,,,2,Obligations,2006,48401305,57046596,1,U.S. Agency for International Development,USAID,3,Project-Type,"Improve Quality, Accessibility & Effectiveness of Education",20,Basic Education,76
14059372,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001524,Bank of New York Mellon Corporation,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617907,Private Sector (CIP),263-016,,,2,Obligations,2002,44483294,58310530,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14059401,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001524,Bank of New York Mellon Corporation,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617907,Private Sector (CIP),263-016,,,2,Obligations,2004,42996235,53967487,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14059501,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617906,Private Sector (CIP),263-016,,,2,Obligations,2003,39063932,50246372,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14059645,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000046,Government of Egypt,5,Economic Growth,240,Banking and Financial Services,24010,Financial policy and administrative management,72x1037,Economic Support Fund,1,Economic,651713,Cash Transfer,263-PA-263-10-644.00,2010-06-22 00:00:00 UTC,2010-06-30 00:00:00 UTC,2,Obligations,2010,34377376,37866911,1,U.S. Agency for International Development,USAID,1,Budget support,Cash Transfer,27,Financial Sector,76
14059655,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617906,Private Sector (CIP),263-016,,,2,Obligations,2007,34244502,39294187,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14059729,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4010022,Egyptian-American Enterprise Fund,5,Economic Growth,240,Banking and Financial Services,24010,Financial policy and administrative management,72x1037,Economic Support Fund,1,Economic,657497,Egyptian-American Enterprise Fund,AID-ASIA-G-13-00001,2013-05-03 00:00:00 UTC,2022-12-31 00:00:00 UTC,2,Obligations,2016,32361505,32361505,1,U.S. Agency for International Development,USAID,3,Project-Type,"Egyptian-American Enterprise Fund to provide initial capital to promote Egyptian private sector development including small businesses, agricultural sector and joint ventures with U.S. and Egyptian participants",27,Financial Sector,76
14059745,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001524,Bank of New York Mellon Corporation,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,622011,Commodity Import Program,263-BL/COM-263-0643.0037,2001-10-21 00:00:00 UTC,2004-09-30 00:00:00 UTC,2,Obligations,2002,32000000,41946915,1,U.S. Agency for International Development,USAID,3,Project-Type,"The Commodity Import Program (CIP), managed by the U.S. Agency for International Development (USAID), is intended to foster a competitive private sector in Egypt, in addition to assisting U.S. exporters. The program also supports the government of Egypt and USAID activities and expenses in Egypt.",25,Macroeconomic Foundation for Growth,76
14059775,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001526,JPMorgan Chase & Co.,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617908,Private Sector (CIP),263-016,,,2,Obligations,2002,31461131,41240543,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14059869,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - Non United States,2,2000046,Government of Egypt,1,Education,114,Post-Secondary Education,11420,Higher education,72x1037,Economic Support Fund,1,Economic,664354,Education Scholarships - Agreement with the Education Center Department of Missions through the Ministry of Higher Education,263-FARIL-298-CDM,,,2,Obligations,2017,30000000,29459173,1,U.S. Agency for International Development,USAID,3,Project-Type,Education Scholarships - Agreement with the Education Center Department of Missions through the Ministry of Higher Education,21,Higher Education,76
14059870,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4010022,Egyptian-American Enterprise Fund,5,Economic Growth,240,Banking and Financial Services,24010,Financial policy and administrative management,72x1037,Economic Support Fund,1,Economic,657497,Egyptian-American Enterprise Fund,AID-ASIA-G-13-00001,2013-05-03 00:00:00 UTC,2022-12-31 00:00:00 UTC,2,Obligations,2017,30000000,29459173,1,U.S. Agency for International Development,USAID,3,Project-Type,"Egyptian-American Enterprise Fund to provide initial capital to promote Egyptian private sector development including small businesses, agricultural sector and joint ventures with U.S. and Egyptian participants",27,Financial Sector,76
14059893,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617906,Private Sector (CIP),263-016,,,2,Obligations,2004,29619191,37177052,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14059934,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001526,JPMorgan Chase & Co.,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617908,Private Sector (CIP),263-016,,,2,Obligations,2005,28896591,35165800,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14060071,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617906,Private Sector (CIP),263-016,,,2,Obligations,2005,26756195,32561038,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14060136,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,4,Infrastructure,230,Energy,23110,Energy policy and administrative management,72x1037,Economic Support Fund,1,Economic,617880,Power Sector Support II,263-018,,,2,Obligations,2003,25961040,33392647,1,U.S. Agency for International Development,USAID,3,Project-Type,Power Sector Support II,28,Infrastructure,76
14060174,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001524,Bank of New York Mellon Corporation,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617907,Private Sector (CIP),263-016,,,2,Obligations,2006,25418045,29958137,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14060261,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,5,Economic Growth,250,Business and Other Services,25010,Business support services and institutions,72x1037,Economic Support Fund,1,Economic,629064,Small Emerging Busines Support,263-016,,,2,Obligations,2003,24600000,31641996,1,U.S. Agency for International Development,USAID,3,Project-Type,Small Emerging Busines Support,30,Private Sector Competitiveness,76
14060287,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001526,JPMorgan Chase & Co.,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,617908,Private Sector (CIP),263-016,,,2,Obligations,2006,24231295,28559413,1,U.S. Agency for International Development,USAID,3,Project-Type,Commodity Import Program,25,Macroeconomic Foundation for Growth,76
14060391,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4001526,JPMorgan Chase & Co.,8,Commodity Assistance,530,Other Commodity Assistance,53040,Import support (commodities),72x1037,Economic Support Fund,1,Economic,621992,Commodity Import Program,263-BL/COM-263-0643.0017,2001-10-21 00:00:00 UTC,2003-03-31 00:00:00 UTC,2,Obligations,2002,23000000,30149345,1,U.S. Agency for International Development,USAID,3,Project-Type,"The Commodity Import Program (CIP), managed by the U.S. Agency for International Development (USAID), is intended to foster a competitive private sector in Egypt, in addition to assisting U.S. exporters. The program also supports the government of Egypt and USAID activities and expenses in Egypt.",25,Macroeconomic Foundation for Growth,76
14060410,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4000607,Institute for International Education,5,Economic Growth,331,Trade Policy and Regulations,33110,Trade policy and administrative management,72x1037,Economic Support Fund,1,Economic,612298,ENVIRONMENT FOR TRADE AND INVESTMENT STRENGTHENED,263-016,,,2,Obligations,2003,22883858,29434591,1,U.S. Agency for International Development,USAID,3,Project-Type,Environment for Trade and Investment Strengthened,26,Trade and Investment,76
14060416,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,1,Education,112,Basic Education,11220,Primary education,72x1037,Economic Support Fund,1,Economic,623721,"Improve Quality, Accessibility & Effectiveness of Education",263-022,,,2,Obligations,2007,22815704,26180101,1,U.S. Agency for International Development,USAID,3,Project-Type,"Improve Quality, Accessibility & Effectiveness of Education",20,Basic Education,76
14060483,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,3,NGO,NGO - United States,5,4000607,Institute for International Education,5,Economic Growth,331,Trade Policy and Regulations,33110,Trade policy and administrative management,72x1037,Economic Support Fund,1,Economic,612298,ENVIRONMENT FOR TRADE AND INVESTMENT STRENGTHENED,263-016,,,2,Obligations,2002,22149591,29034594,1,U.S. Agency for International Development,USAID,3,Project-Type,Environment for Trade and Investment Strengthened,26,Trade and Investment,76
14060551,818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - Non United States,20,4002141,Deloitte Touche Tohmatsu Limited,5,Economic Growth,250,Business and Other Services,25010,Business support services and institutions,72x1037,Economic Support Fund,1,Economic,633624,Competitive Environ.For Invest,263-016,,,2,Obligations,2006,21600000,25458125,1,U.S. Agency for International Development,USAID,3,Project-Type,Competitive Environment for Investment,30,Private Sector Competitiveness,76
